SUDT ACCESSPORT LOG FILE - Monitor mode

Monitor: COM6
Create Time: 2024-10-11, 17:27:34
Computer Name: VICTUS
System version:  (Build 9200)

#	Time		Duration (s)	Process		Request                             	Port	Result	Data ( Hex )	

11914	17:26:42.435	0.00743920	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11915	17:26:42.435	0.00000170	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 36 00 00 00 00 00 00 00 00 00 00 00 00 44 9B 	
11916	17:26:42.440	0.00009230	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
11918	17:26:42.442	0.00205530	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11919	17:26:42.442	0.00000150	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 3A 15 03 5B F9 14 02 8C 03 1C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
11920	17:26:42.444	0.00000140	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11921	17:26:42.444	0.00870710	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11922	17:26:42.444	0.00000120	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 30 00 00 00 00 00 00 00 00 00 00 00 00 8D C1 	
11923	17:26:42.451	0.00009810	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
11924	17:26:42.453	0.00000630	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11925	17:26:42.453	0.00198620	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11926	17:26:42.453	0.00000190	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 3A 15 03 6A F9 23 02 89 03 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
11927	17:26:42.455	0.00000110	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11928	17:26:42.455	0.00784590	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11929	17:26:42.455	0.00000140	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 29 00 00 00 00 00 00 00 00 00 00 00 00 E8 CE 	
11930	17:26:42.461	0.00009930	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
11931	17:26:42.463	0.00000140	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11932	17:26:42.463	0.00201170	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11933	17:26:42.463	0.00000140	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 3A 15 03 74 F9 18 02 8B 03 1B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
11934	17:26:42.464	0.00000120	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11935	17:26:42.464	0.00000140	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 29 00 00 00 00 00 00 00 00 00 00 00 00 B2 BC 	
11936	17:26:42.464	0.00746410	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11937	17:26:42.471	0.00008190	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
11938	17:26:42.473	0.00000150	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11939	17:26:42.473	0.00203480	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11940	17:26:42.473	0.00000160	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 3A 15 03 7E F9 18 02 8C 03 1F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
11942	17:26:42.475	0.00691220	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11943	17:26:42.475	0.00000150	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 29 00 00 00 00 00 00 00 00 00 00 00 00 9E C5 	
11944	17:26:42.480	0.00008590	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
11945	17:26:42.482	0.00000160	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11946	17:26:42.482	0.00207090	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11947	17:26:42.482	0.00000200	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 3A 15 03 83 F9 19 02 8C 03 19 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
11948	17:26:42.484	0.00000610	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11949	17:26:42.484	0.00680090	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11950	17:26:42.484	0.00000160	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 29 00 00 00 00 00 00 00 00 00 00 00 00 8F AF 	
11951	17:26:42.488	0.00009480	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
11952	17:26:42.490	0.00000150	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11953	17:26:42.490	0.00200930	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11954	17:26:42.490	0.00000180	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 3A 15 03 8D F9 1F 02 90 03 1D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
11955	17:26:42.492	0.00000150	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11956	17:26:42.492	0.00700150	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11957	17:26:42.492	0.00000200	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 29 00 00 00 00 00 00 00 00 00 00 00 00 07 45 	
11958	17:26:42.497	0.00014250	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
11959	17:26:42.499	0.00000140	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11960	17:26:42.499	0.00000590	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 3A 15 03 97 F9 1C 02 91 03 1C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
11961	17:26:42.499	0.00194620	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11962	17:26:42.501	0.00000100	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11963	17:26:42.501	0.00649050	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11964	17:26:42.501	0.00000160	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 23 00 00 00 00 00 00 00 00 00 00 00 00 BE 07 	
11965	17:26:42.507	0.00008220	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
11966	17:26:42.509	0.00000190	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11967	17:26:42.509	0.00196700	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11968	17:26:42.509	0.00000160	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 3A 15 03 A1 F9 19 02 8B 03 1D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
11969	17:26:42.510	0.00000130	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11970	17:26:42.510	0.00577330	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11971	17:26:42.510	0.00000130	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 30 00 00 00 00 00 00 00 00 00 00 00 00 FF 2E 	
11972	17:26:42.514	0.00008890	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
11973	17:26:42.516	0.00000340	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11974	17:26:42.516	0.00201440	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11975	17:26:42.516	0.00000180	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 3A 15 03 A6 F9 1E 02 94 03 19 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
11976	17:26:42.518	0.00000480	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11977	17:26:42.518	0.00678770	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11978	17:26:42.518	0.00000140	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 29 00 00 00 00 00 00 00 00 00 00 00 00 7B C1 	
11979	17:26:42.522	0.00007860	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
11980	17:26:42.525	0.00000130	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11981	17:26:42.525	0.00202710	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11982	17:26:42.525	0.00000200	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 3A 15 03 B0 F9 22 02 89 03 1A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
11983	17:26:42.527	0.00000140	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11984	17:26:42.527	0.00000160	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 36 00 00 00 00 00 00 00 00 00 00 00 00 94 B7 	
11985	17:26:42.527	0.00584750	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11986	17:26:42.531	0.00008130	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
11987	17:26:42.533	0.00000160	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11988	17:26:42.533	0.00208830	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11989	17:26:42.533	0.00000130	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 3A 15 03 BA F9 1A 02 89 03 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
11990	17:26:42.535	0.00000580	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11991	17:26:42.535	0.00823840	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11992	17:26:42.535	0.00000170	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 43 00 00 00 00 00 00 00 00 00 00 00 00 97 3A 	
11993	17:26:42.541	0.00009900	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
11994	17:26:42.543	0.00000240	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11995	17:26:42.543	0.00208310	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11996	17:26:42.543	0.00000570	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 3A 15 03 C4 F9 1B 02 8E 03 1F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
11997	17:26:42.545	0.00000170	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11998	17:26:42.545	0.00715990	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
11999	17:26:42.545	0.00000150	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 36 00 00 00 00 00 00 00 00 00 00 00 00 F5 D7 	
12000	17:26:42.551	0.00008520	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
12001	17:26:42.552	0.00000500	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12002	17:26:42.552	0.00198220	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12003	17:26:42.552	0.00000160	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 3A 15 03 CE F9 14 02 91 03 16 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
12005	17:26:42.555	0.00832150	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12006	17:26:42.555	0.00000160	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 23 00 00 00 00 00 00 00 00 00 00 00 00 50 0A 	
12007	17:26:42.561	0.00010730	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
12008	17:26:42.563	0.00000150	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12009	17:26:42.563	0.00203350	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12010	17:26:42.563	0.00000550	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 3A 15 03 D8 F9 1B 02 91 03 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
12011	17:26:42.565	0.00000520	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12012	17:26:42.565	0.00694290	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12013	17:26:42.565	0.00000120	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 30 00 00 00 00 00 00 00 00 00 00 00 00 50 4B 	
12014	17:26:42.570	0.00007320	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
12016	17:26:42.572	0.00204250	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12017	17:26:42.572	0.00000130	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 3A 15 03 E2 F9 16 02 8E 03 1B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
12018	17:26:42.574	0.00000120	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12020	17:26:42.574	0.00000410	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 29 00 00 00 00 00 00 00 00 00 00 00 00 ED F0 	
12021	17:26:42.581	0.00009410	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
12022	17:26:42.583	0.00000140	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12023	17:26:42.583	0.00200620	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12024	17:26:42.583	0.00000170	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 3B 15 00 04 F9 21 02 86 03 2A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
12025	17:26:42.585	0.00000560	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12026	17:26:42.585	0.00829100	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12027	17:26:42.585	0.00000180	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 36 00 00 00 00 00 00 00 00 00 00 00 00 14 71 	
12028	17:26:42.592	0.00007470	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
12029	17:26:42.594	0.00000120	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12030	17:26:42.594	0.00205440	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12031	17:26:42.594	0.00000190	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 3B 15 00 0E F9 23 02 92 03 1E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
12033	17:26:42.596	0.00742980	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12034	17:26:42.596	0.00000170	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 29 00 00 00 00 00 00 00 00 00 00 00 00 CF 3E 	
12035	17:26:42.601	0.00011580	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
12036	17:26:42.603	0.00000520	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12037	17:26:42.603	0.00205380	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12038	17:26:42.603	0.00000520	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 3B 15 00 18 F9 20 02 96 03 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
12039	17:26:42.606	0.00000480	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12040	17:26:42.606	0.00708330	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12041	17:26:42.606	0.00000180	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 49 00 00 00 00 00 00 00 00 00 00 00 00 38 8F 	
12042	17:26:42.611	0.00009020	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
12043	17:26:42.612	0.00000160	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12044	17:26:42.612	0.00205950	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12045	17:26:42.612	0.00000200	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 3B 15 00 22 F9 20 02 8D 03 1B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
12046	17:26:42.614	0.00000120	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12047	17:26:42.614	0.00615180	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12049	17:26:42.619	0.00008270	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
12050	17:26:42.621	0.00000170	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12052	17:26:42.621	0.00000430	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 3B 15 00 27 F9 16 02 91 03 1B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
12053	17:26:42.623	0.00000160	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12054	17:26:42.623	0.00761130	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12055	17:26:42.623	0.00000140	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 30 00 00 00 00 00 00 00 00 00 00 00 00 3E 39 	
12056	17:26:42.629	0.00008530	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
12058	17:26:42.631	0.00203970	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12059	17:26:42.631	0.00000160	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 3B 15 00 31 F9 10 02 89 03 1D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
12060	17:26:42.633	0.00000390	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12062	17:26:42.633	0.00000460	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 29 00 00 00 00 00 00 00 00 00 00 00 00 2D 2A 	
12063	17:26:42.638	0.00008760	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
12064	17:26:42.639	0.00000130	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12065	17:26:42.639	0.00195890	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12066	17:26:42.639	0.00000200	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 3B 15 00 3B F9 12 02 90 03 1D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
12067	17:26:42.642	0.00000550	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12068	17:26:42.642	0.00718860	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12069	17:26:42.642	0.00000170	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 16 00 00 00 00 00 00 00 00 00 00 00 00 88 0E 	
12070	17:26:42.646	0.00009720	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
12072	17:26:42.649	0.00196220	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12073	17:26:42.649	0.00000140	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 3B 15 00 45 F9 16 02 8E 03 25 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
12074	17:26:42.651	0.00000440	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12075	17:26:42.651	0.00747710	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12076	17:26:42.651	0.00000160	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 29 00 00 00 00 00 00 00 00 00 00 00 00 6B 71 	
12077	17:26:42.657	0.00009300	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
12078	17:26:42.658	0.00000160	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12079	17:26:42.658	0.00203780	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12080	17:26:42.658	0.00000130	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 3B 15 00 4F F9 1C 02 89 03 19 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
12081	17:26:42.660	0.00000460	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12082	17:26:42.660	0.00742150	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12083	17:26:42.660	0.00000150	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 29 00 00 00 00 00 00 00 00 00 00 00 00 B2 60 	
12084	17:26:42.666	0.00007170	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
12086	17:26:42.668	0.00204980	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12087	17:26:42.668	0.00000160	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 3B 15 00 59 F9 1F 02 89 03 1E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
12089	17:26:42.670	0.00633800	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12090	17:26:42.670	0.00000120	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 30 00 00 00 00 00 00 00 00 00 00 00 00 1E E0 	
12091	17:26:42.674	0.00008160	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
12092	17:26:42.676	0.00000430	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12093	17:26:42.676	0.00196380	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
12094	17:26:42.676	0.00000160	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 3B 15 00 5E F9 19 02 8E 03 1E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
12095	17:26:42.679	0.00000140	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
