SUDT ACCESSPORT LOG FILE - Monitor mode

Monitor: COM6
Create Time: 2024-10-11, 17:27:34
Computer Name: VICTUS
System version:  (Build 9200)

#	Time		Duration (s)	Process		Request                             	Port	Result	Data ( Hex )	

6516	17:26:35.264	0.00000480	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6517	17:26:35.264	0.00839200	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6518	17:26:35.264	0.00000130	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 30 00 00 00 00 00 00 00 00 00 00 00 00 81 92 	
6519	17:26:35.271	0.00008420	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
6520	17:26:35.272	0.00000490	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6521	17:26:35.272	0.00212730	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6522	17:26:35.272	0.00000120	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 33 15 02 B6 F9 18 02 84 03 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
6523	17:26:35.275	0.00000570	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6524	17:26:35.275	0.00699520	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6525	17:26:35.275	0.00000120	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 43 00 00 00 00 00 00 00 00 00 00 00 00 12 12 	
6526	17:26:35.280	0.00008950	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
6529	17:26:35.283	0.00000580	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 33 15 02 BB F9 1A 02 84 03 1B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
6530	17:26:35.284	0.00000130	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6531	17:26:35.284	0.00782190	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6532	17:26:35.284	0.00000160	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 16 00 00 00 00 00 00 00 00 00 00 00 00 12 13 	
6533	17:26:35.290	0.00011360	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
6534	17:26:35.292	0.00001360	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6535	17:26:35.292	0.00000150	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 33 15 02 C5 F9 1E 02 93 03 1A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
6536	17:26:35.292	0.00198930	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6537	17:26:35.294	0.00000140	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6538	17:26:35.295	0.00742900	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6539	17:26:35.295	0.00000130	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 30 00 00 00 00 00 00 00 00 00 00 00 00 DB 3C 	
6540	17:26:35.300	0.00006930	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
6541	17:26:35.301	0.00000510	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6542	17:26:35.301	0.00207930	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6543	17:26:35.301	0.00000150	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 33 15 02 CF F9 1E 02 8B 03 1F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
6544	17:26:35.303	0.00000160	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6545	17:26:35.303	0.00680450	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6546	17:26:35.303	0.00000120	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 29 00 00 00 00 00 00 00 00 00 00 00 00 C3 1F 	
6547	17:26:35.309	0.00008350	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
6548	17:26:35.310	0.00000170	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6549	17:26:35.310	0.00201230	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6550	17:26:35.310	0.00000130	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 33 15 02 D9 F9 17 02 8E 03 1E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
6551	17:26:35.312	0.00000130	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6552	17:26:35.312	0.00587860	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6553	17:26:35.312	0.00000130	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 29 00 00 00 00 00 00 00 00 00 00 00 00 69 67 	
6554	17:26:35.316	0.00007100	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
6555	17:26:35.318	0.00000140	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6556	17:26:35.318	0.00193740	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6557	17:26:35.318	0.00000140	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 33 15 02 E3 F9 1F 02 8E 03 23 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
6558	17:26:35.320	0.00000130	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6559	17:26:35.320	0.00658360	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6560	17:26:35.320	0.00000160	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 30 00 00 00 00 00 00 00 00 00 00 00 00 AC 4E 	
6561	17:26:35.326	0.00009710	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
6562	17:26:35.327	0.00000560	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6563	17:26:35.327	0.00200680	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6564	17:26:35.327	0.00000190	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 33 15 02 E8 F9 1B 02 8F 03 1E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
6565	17:26:35.329	0.00000520	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6566	17:26:35.329	0.00833920	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6567	17:26:35.329	0.00000150	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 36 00 00 00 00 00 00 00 00 00 00 00 00 55 95 	
6568	17:26:35.335	0.00009230	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
6569	17:26:35.338	0.00000140	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6570	17:26:35.338	0.00202930	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6571	17:26:35.338	0.00000130	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 33 15 02 F7 F9 1E 02 90 03 1B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
6572	17:26:35.339	0.00000140	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6573	17:26:35.339	0.00649360	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6574	17:26:35.339	0.00000120	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 36 00 00 00 00 00 00 00 00 00 00 00 00 70 23 	
6575	17:26:35.344	0.00008050	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
6577	17:26:35.346	0.00198350	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6578	17:26:35.346	0.00000160	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 33 15 02 FC F9 1A 02 82 03 23 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
6579	17:26:35.348	0.00000140	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6580	17:26:35.348	0.00641910	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6581	17:26:35.348	0.00000120	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 4F 00 00 00 00 00 00 00 00 00 00 00 00 58 04 	
6582	17:26:35.353	0.00014610	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
6584	17:26:35.355	0.00205180	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6585	17:26:35.355	0.00000890	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 33 15 03 06 F9 18 02 92 03 1D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
6587	17:26:35.357	0.00746500	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6588	17:26:35.357	0.00000130	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 30 00 00 00 00 00 00 00 00 00 00 00 00 A5 E9 	
6589	17:26:35.363	0.00008880	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
6590	17:26:35.365	0.00000140	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6591	17:26:35.365	0.00204120	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6592	17:26:35.365	0.00000210	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 33 15 03 10 F9 1B 02 8D 03 1D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
6593	17:26:35.366	0.00000590	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6594	17:26:35.366	0.00669940	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6595	17:26:35.366	0.00000150	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 43 00 00 00 00 00 00 00 00 00 00 00 00 EF C1 	
6596	17:26:35.372	0.00008190	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
6597	17:26:35.373	0.00000160	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6598	17:26:35.373	0.00218100	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6599	17:26:35.373	0.00000130	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 33 15 03 1A F9 1E 02 8F 03 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
6600	17:26:35.375	0.00000510	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6601	17:26:35.375	0.00716000	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6602	17:26:35.376	0.00000130	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 29 00 00 00 00 00 00 00 00 00 00 00 00 79 40 	
6603	17:26:35.381	0.00008300	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
6604	17:26:35.382	0.00000380	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6605	17:26:35.383	0.00204100	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6606	17:26:35.383	0.00000170	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 33 15 03 24 F9 1C 02 8D 03 17 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
6608	17:26:35.385	0.00000160	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 29 00 00 00 00 00 00 00 00 00 00 00 00 12 69 	
6609	17:26:35.385	0.00786610	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6610	17:26:35.390	0.00008590	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
6611	17:26:35.393	0.00000160	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6612	17:26:35.393	0.00212060	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6613	17:26:35.393	0.00000140	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 33 15 03 2E F9 1C 02 8F 03 1F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
6614	17:26:35.395	0.00000530	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6616	17:26:35.395	0.00000540	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 30 00 00 00 00 00 00 00 00 00 00 00 00 54 4B 	
6617	17:26:35.398	0.00010460	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
6618	17:26:35.400	0.00000130	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6619	17:26:35.400	0.00211470	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6620	17:26:35.400	0.00000160	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 33 15 03 33 F9 23 02 8B 03 26 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
6621	17:26:35.402	0.00000120	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6622	17:26:35.403	0.00728250	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6623	17:26:35.403	0.00000150	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 29 00 00 00 00 00 00 00 00 00 00 00 00 AE 14 	
6624	17:26:35.409	0.00008250	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
6625	17:26:35.410	0.00000150	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6626	17:26:35.410	0.00200820	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6627	17:26:35.410	0.00000150	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 33 15 03 3D F9 1C 02 8C 03 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
6628	17:26:35.413	0.00000120	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6629	17:26:35.413	0.00000240	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 36 00 00 00 00 00 00 00 00 00 00 00 00 8D F0 	
6630	17:26:35.413	0.00729450	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6631	17:26:35.418	0.00009170	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
6633	17:26:35.419	0.00202960	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6634	17:26:35.419	0.00000140	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 33 15 03 47 F9 1B 02 90 03 21 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
6635	17:26:35.421	0.00000150	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6636	17:26:35.421	0.00687660	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6637	17:26:35.421	0.00000140	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 30 00 00 00 00 00 00 00 00 00 00 00 00 24 BE 	
6638	17:26:35.427	0.00008820	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
6639	17:26:35.428	0.00000160	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6640	17:26:35.428	0.00210390	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6641	17:26:35.428	0.00000130	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 33 15 03 51 F9 1F 02 92 03 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
6642	17:26:35.431	0.00000500	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6643	17:26:35.431	0.00573390	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6644	17:26:35.431	0.00000140	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 16 00 00 00 00 00 00 00 00 00 00 00 00 BF 30 	
6645	17:26:35.434	0.00006990	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
6646	17:26:35.437	0.00000130	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6647	17:26:35.437	0.00206420	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6648	17:26:35.437	0.00000210	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 33 15 03 56 F9 1E 02 8C 03 1C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
6649	17:26:35.439	0.00000130	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6651	17:26:35.439	0.00000490	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 30 00 00 00 00 00 00 00 00 00 00 00 00 2E 88 	
6652	17:26:35.444	0.00008980	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
6653	17:26:35.445	0.00000160	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6654	17:26:35.445	0.00200440	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6655	17:26:35.445	0.00000190	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 33 15 03 60 F9 16 02 92 03 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
6657	17:26:35.448	0.00903810	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6658	17:26:35.448	0.00000200	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 30 00 00 00 00 00 00 00 00 00 00 00 00 99 6B 	
6659	17:26:35.455	0.00009030	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
6660	17:26:35.457	0.00000130	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6661	17:26:35.457	0.00200300	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6662	17:26:35.457	0.00000550	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 33 15 03 6A F9 1C 02 92 03 22 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
6663	17:26:35.459	0.00000500	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6665	17:26:35.459	0.00000330	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 29 00 00 00 00 00 00 00 00 00 00 00 00 E8 2A 	
6666	17:26:35.465	0.00007620	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
6667	17:26:35.466	0.00000140	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6668	17:26:35.467	0.00201030	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6669	17:26:35.467	0.00000130	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 33 15 03 74 F9 1C 02 8B 03 1D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
6670	17:26:35.468	0.00000500	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6671	17:26:35.468	0.00723310	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6672	17:26:35.468	0.00000140	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 10 00 00 00 00 00 00 00 00 00 00 00 00 E5 51 	
6673	17:26:35.473	0.00007570	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
6674	17:26:35.476	0.00000180	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6677	17:26:35.478	0.00000130	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6678	17:26:35.478	0.00732070	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6679	17:26:35.478	0.00000150	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 36 00 00 00 00 00 00 00 00 00 00 00 00 03 2F 	
6680	17:26:35.484	0.00010780	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
6681	17:26:35.485	0.00000500	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6682	17:26:35.485	0.00199270	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6683	17:26:35.485	0.00000180	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 33 15 03 88 F9 19 02 90 03 23 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
6684	17:26:35.487	0.00000140	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6685	17:26:35.487	0.00672420	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6686	17:26:35.487	0.00000150	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 29 00 00 00 00 00 00 00 00 00 00 00 00 38 A5 	
6687	17:26:35.492	0.00008300	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
6688	17:26:35.495	0.00000150	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6689	17:26:35.495	0.00209190	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6690	17:26:35.495	0.00000260	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 33 15 03 92 F9 1D 02 8D 03 1D 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
6692	17:26:35.496	0.00462070	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6693	17:26:35.496	0.00000160	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 19, Data: 00 00 00 08 29 00 00 00 00 00 00 00 00 00 00 00 00 E1 17 	
6694	17:26:35.498	0.00008330	WitMotion.exe	IRP_MJ_WRITE                        	COM6	SUCCESS	Length: 8, Data: 50 03 00 30 00 17 08 4A 	
6695	17:26:35.501	0.00000450	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6696	17:26:35.501	0.00205880	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
6697	17:26:35.501	0.00000160	WitMotion.exe	IRP_MJ_READ                         	COM6	SUCCESS	Length: 32, Data: 50 03 2E 0A 18 0E 09 33 15 03 97 F9 1B 02 95 03 24 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	
6699	17:26:35.503	0.00782060	WitMotion.exe	IOCTL_SERIAL_WAIT_ON_MASK           	COM6	SUCCESS		
